Numero_BFS;Data_Vistoria;Data_Fiscalizacao;Status;Fiscal;Contratada;Regionaal;Tipo_Servico;Qtd_Inspecoes;Endereco;Coordenadas_Aceite;Coordenadas_Resposta;Coordenadas_Vistoria
1421;06/10/2025 09:58:36;06/10/2025 09:47:28;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Iacaia, 22 - Santana, São Paulo - SP, 02467-002, Brasil;;-23,4925871,-46,6448002;-23.49261261661926,-46.64472733424013
1443;06/10/2025 10:06:13;06/10/2025 10:03:52;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Dr. César, 846 - Vila Bianca, São Paulo - SP, 02013-003, Brasil;;-23,5037628,-46,6348228;-23.503744949019563,-46.63454855753928
1564;06/10/2025 10:38:26;06/10/2025 10:36:38;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Dragões da Independência, 211 - Tucuruvi, São Paulo - SP, 02253-000, Brasil;;-23,4789083,-46,5973083;-23.47891510891215,-46.597298011185096
1585;06/10/2025 10:47:36;06/10/2025 10:45:14;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Cristóvão Bezerra Dantas, 314 - Parque Vitoria, São Paulo - SP, 02270-010, Brasil;;-23,4720533,-46,5946167;-23.472072807104407,-46.59461452353793
1602;06/10/2025 10:54:03;06/10/2025 10:50:31;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Murilo Furtado, 804 - Parque Vitoria, São Paulo - SP, 02270-000, Brasil;;-23,4696498,-46,5923452;-23.46953639834716,-46.59224922561136
1617;06/10/2025 11:06:52;06/10/2025 11:05:01;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Eduardo Vicente Nasser, 354 - Barro Branco (Zona Norte), São Paulo - SP, 02344-050, Brasil;;-23,4688837,-46,6110944;-23.4689154,-46.6110296
1862;07/10/2025 08:48:10;07/10/2025 08:46:08;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;Av. Tucuruvi, 626 - Vila Mazzei, São Paulo - SP, 02304-002, Brasil;;-23,4807279,-46,6056248;-23.480707478521232,-46.60579988468411
1879;07/10/2025 08:58:35;07/10/2025 08:56:44;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Tucuruvi - Av. Dr. Antônio Maria Laet, 100 - Tucuruvi, São Paulo - SP, 02240-000, Brasil;;-23,4792317,-46,6033189;-23.479775417142093,-46.6032873296946
1907;07/10/2025 09:09:43;07/10/2025 09:07:56;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Viela 01 e 02 da Segunda Comunidade, 4 - Vila Mazzei, São Paulo - SP, 02240-000, Brasil;;-23,4766042,-46,6013125;-23.476410885602725,-46.60079019471561
1915;07/10/2025 09:20:54;07/10/2025 09:19:29;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Belchior Paulo, 140 - Santana, São Paulo - SP, 02467-110, Brasil;;-23,4908517,-46,648155;-23.4908595,-46.6481156
1939;07/10/2025 09:37:48;07/10/2025 09:36:11;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Luís Cardamone, 219 - Santana, São Paulo - SP, 02468-060, Brasil;;-23,4889929,-46,6490208;-23.4889646,-46.6489495
1945;07/10/2025 09:45:04;07/10/2025 09:43:43;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Dr. Paulo Gatti, 37 - Vila Romero, São Paulo - SP, 02468-030, Brasil;;-23,4884497,-46,6475885;-23.488485880679693,-46.64757894980689
1959;07/10/2025 09:52:31;07/10/2025 09:50:48;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Eng. Caetano Álvares, 5380 - Lauzane Paulista, São Paulo - SP, 02413-100, Brasil;;-23,4850733,-46,6374967;-23.4849712,-46.6374442
1992;07/10/2025 10:11:08;07/10/2025 10:10:15;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. João de Laet, 1049 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;;-23,4758633,-46,6225767;-23.4759379,-46.6225115
1999;07/10/2025 10:17:36;07/10/2025 10:16:08;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. João de Laet, 154 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-010, Brasil;;-23,4774373,-46,6255425;-23.4777172,-46.6256435
2008;07/10/2025 10:25:09;07/10/2025 10:23:32;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Meireles Reis, 10 - Mandaqui, São Paulo - SP, 02416-050, Brasil;;-23,4791353,-46,6284678;-23.4791412,-46.628366
2021;07/10/2025 10:40:40;07/10/2025 10:38:36;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Francisco José Lopes, 18 - Maranhão, São Paulo - SP, 02378-180, Brasil;;-23,4668403,-46,6302322;-23.4668669,-46.630275
2042;07/10/2025 11:08:38;07/10/2025 11:06:48;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Santa Inês, 3845 - Jardim Peri, São Paulo - SP, 02631-000, Brasil;;-23,4576203,-46,6488349;-23.4576207,-46.6488749
2110;07/10/2025 15:13:39;07/10/2025 15:10:42;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Pero Vidal, 598 - Parque Vitoria, São Paulo - SP, 02268-000, Brasil;;-23,4714801,-46,5974063;-23.470276939427055,-46.59685418974446
2212;08/10/2025 08:54:09;08/10/2025 08:51:52;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Dr. Olavo Egídio, 1025 - Santana, São Paulo - SP, 02037-001, Brasil;;-23,5003914,-46,6155402;-23.500393824128654,-46.61578369373881
2241;08/10/2025 09:14:50;08/10/2025 09:11:44;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Voluntários da Pátria, 1898 - Santana, São Paulo - SP, 02010-600, Brasil;;-23,5035202,-46,6264409;-23.503603285029758,-46.62637994418557
2287;08/10/2025 09:35:48;08/10/2025 09:34:03;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Voluntários da Pátria, 832 - Santana, São Paulo - SP, 02010-000, Brasil;;-23,5133483,-46,6263122;-23.51335482297008,-46.626227524662326
2313;08/10/2025 09:45:39;08/10/2025 09:44:13;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Neco Nunes, 350 - Vila Romero, São Paulo - SP, 02468-090, Brasil;;-23,4858548,-46,6498522;-23.4858245,-46.6498573
2318;08/10/2025 09:48:04;08/10/2025 09:45:34;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Viela Serena, 92 - Santana, São Paulo - SP, 02022-057, Brasil;;-23,5050304,-46,6273135;-23.50500241614943,-46.627232369355326
2328;08/10/2025 09:58:21;08/10/2025 09:56:54;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;R. Carlos Escobar, 104 - Santana, São Paulo - SP, 02013-050, Brasil;;-23,5025653,-46,6349766;-23.50246016508521,-46.63492746286238
2329;08/10/2025 09:58:25;08/10/2025 09:56:54;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;Rua Professora Romilde Nogueira de Sá, 315 - Imirim, São Paulo - SP, 02470-000, Brasil;;-23,4821662,-46,6495898;-23.4857022,-46.6503293
2351;08/10/2025 10:10:47;08/10/2025 10:08:52;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Campo Comprido, 90 - Vila Romero, São Paulo - SP, 02469-120, Brasil;;-23,4866983,-46,64835;-23.4865798,-46.6485723
2352;08/10/2025 10:11:41;08/10/2025 10:10:51;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Braz Leme, 2109 - Santana, São Paulo - SP, 02022-010, Brasil;;-23,5038841,-46,6402564;-23.503911211611854,-46.640006156993984
2376;08/10/2025 10:23:46;08/10/2025 10:22:25;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Direitos Humanos, 957 - Imirim, São Paulo - SP, 02471-140, Brasil;;-23,4824833,-46,6479267;-23.4824446,-46.6478439
2388;08/10/2025 10:31:00;08/10/2025 10:28:27;Sem Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Operação dos Ecopontos;1;Av. Zaki Narchi, 375 - Carandiru, São Paulo - SP, 02029-000, Brasil;;;-23.5108929,-46.6218553
2406;08/10/2025 10:34:48;08/10/2025 10:33:37;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Helena do Sacramento, 257 - Vila Guaca, São Paulo - SP, 02433-020, Brasil;;-23,4845761,-46,6392399;-23.4845141,-46.6390421
2410;08/10/2025 10:38:08;08/10/2025 10:37:01;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Helena do Sacramento, 241 - Vila Guaca, São Paulo - SP, 02433-020, Brasil;;-23,4844694,-46,6389216;-23.4844941,-46.639099
2431;08/10/2025 10:51:11;08/10/2025 10:48:32;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Mariquinha Viana, 478 - Mandaqui, São Paulo - SP, 02408-130, Brasil;;-23,4803667,-46,6259833;-23.4803185,-46.6260568
2470;08/10/2025 11:24:01;08/10/2025 11:22:57;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Murilo Furtado, 827 - Parque Vitoria, São Paulo - SP, 02270-000, Brasil;;-23,469349,-46,592225;-23.4693224,-46.5923491
2564;08/10/2025 14:46:15;08/10/2025 14:44:45;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Nova dos Portugueses, 30 - Chora Menino, São Paulo - SP, 02462-080, Brasil;;-23,4967573,-46,6376725;-23.4964627,-46.6377863
2567;08/10/2025 14:50:33;08/10/2025 14:48:47;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Imirim, 341 - Imirim, São Paulo - SP, 02465-000, Brasil;;-23,4976359,-46,6378955;-23.498236282368293,-46.63958539053745
2657;09/10/2025 08:54:26;09/10/2025 08:52:20;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Cel. Sezefredo Fagundes, 1398 - Tucuruvi, São Paulo - SP, 02306-001, Brasil;;-23,4668167,-46,6035685;-23.466861222669127,-46.603563438053044
2672;09/10/2025 09:03:04;09/10/2025 09:00:15;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. dos Coqueiros, 259 - Vila Nova Mazzei, São Paulo - SP, 02312-010, Brasil;;-23,4669323,-46,6035935;-23.4662801,-46.5974493
2705;09/10/2025 09:14:15;09/10/2025 09:09:34;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Maestro Villa-Lobos, 917 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;;-23,4748739,-46,5954064;-23.47557554287973,-46.59548115778341
2734;09/10/2025 09:25:17;09/10/2025 09:22:36;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Guapira, 1400 - Tucuruvi, São Paulo - SP, 02265-002, Brasil;;-23,4774417,-46,6207533;-23.474941116112177,-46.59171170509439
2774;09/10/2025 09:42:16;09/10/2025 09:40:56;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;Av. Tucuruvi, 563 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4803846,-46,6064834;-23.4804433,-46.606355
2852;09/10/2025 10:05:53;09/10/2025 09:56:11;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Peres Júnior, 76 - Vila Vitorio Mazzei, São Paulo - SP, 02409-004, Brasil;;-23,4799702,-46,6233807;-23.4799273,-46.623363
2916;09/10/2025 10:36:24;09/10/2025 10:33:32;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Tv. Gavião, 1437 - Vila Romero, São Paulo - SP, 02469-004, Brasil;;-23,4868745,-46,6451588;-23.486764,-46.6451287
2968;09/10/2025 11:17:36;09/10/2025 11:14:44;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Alcindo Bueno de Assis, 116 - Tucuruvi, São Paulo - SP, 02344-080, Brasil;;-23,4696889,-46,6109771;-23.469711126885386,-46.61083256510669
2979;09/10/2025 11:53:00;09/10/2025 11:51:24;Sem Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Operação dos Ecopontos;1;R. Eduardo Vicente Nasser, 515 - Barro Branco (Zona Norte), São Paulo - SP, 02344-050, Brasil;;;-23.4672519,-46.6103298
3280;10/10/2025 10:00:16;10/10/2025 09:57:55;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;R. Dr. César, 884 - Santana, São Paulo - SP, 02013-003, Brasil;;-23,5033156,-46,6346637;-23.50331905866535,-46.63459750199939
3288;10/10/2025 10:03:28;10/10/2025 10:01:34;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Rodrigues Alvarenga, 333 - Imirim, São Paulo - SP, 02471-160, Brasil;;-23,4838391,-46,6512589;-23.4829804,-46.6510289
3331;10/10/2025 10:19:07;10/10/2025 10:17:33;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Lacerda Marques, 63 - Lauzane Paulista, São Paulo - SP, 02441-200, Brasil;;-23,4807611,-46,6471092;-23.4805705,-46.6469025
3088;09/10/2025 16:17:01;09/10/2025 16:11:45;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Francisco de Brito, 100 - Tucuruvi, São Paulo - SP, 02344-000, Brasil;;-23,472975,-46,6130983;-23.472916027888317,-46.61326990799253
3090;09/10/2025 16:24:24;09/10/2025 16:21:41;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Cajamar, 13 - Tucuruvi, São Paulo - SP, 02308-090, Brasil;;-23,4776883,-46,606565;-23.47765626377641,-46.60649516082591
3170;10/10/2025 08:56:58;10/10/2025 08:53:52;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;Av. Tucuruvi, 389 A - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4803126,-46,6067632;-23.479643689641176,-46.60776678157511
3185;10/10/2025 09:10:09;10/10/2025 09:09:04;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Mazzei, 484 - Vila Mazzei, São Paulo - SP, 02310-000, Brasil;;-23,4768258,-46,6044772;-23.47678400670692,-46.6043612667624
3198;10/10/2025 09:21:45;10/10/2025 09:20:35;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Cap. João Noronha, 26 - Parque Mandaqui, São Paulo - SP, 02418-050, Brasil;;-23,4716732,-46,6292078;-23.4718017,-46.6292318
3212;10/10/2025 09:30:14;10/10/2025 09:28:45;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Rua Alfredo Zunkeller, 823 - Parque Mandaqui, São Paulo - SP, 02421-070, Brasil;;-23,4747193,-46,637758;-23.4749831,-46.6377681
3239;10/10/2025 09:42:46;10/10/2025 09:40:56;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;R. Duarte de Azevedo, 70 - Santana, São Paulo - SP, 02036-055, Brasil;;-23,5009429,-46,6253351;-23.500944068260715,-46.62525256630744
3241;10/10/2025 09:43:43;10/10/2025 09:42:32;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Lino Martins Agra, 22 - Vila Basileia, São Paulo - SP, 02471-140, Brasil;;-23,4829615,-46,6500431;-23.4830722,-46.6500447
3262;10/10/2025 09:52:18;10/10/2025 09:47:20;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Dr. César, 21 - Santana, São Paulo - SP, 02013-000, Brasil;;-23,5027548,-46,6265799;-23.50278575735542,-46.6267992288938
3264;10/10/2025 09:53:35;10/10/2025 09:51:35;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Conselheiro Moreira de Barros, 3268 - Lauzane Paulista, São Paulo - SP, 02430-002, Brasil;;-23,4802302,-46,6489888;-23.4803292,-46.649049
3547;13/10/2025 08:33:34;13/10/2025 08:30:41;Com Irregularidades;Dilton Soares dos Espirito Santo;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Álvaro de Abreu, 190 - Jardim São Paulo, São Paulo - SP, 02039-000, Brasil;;-23,4943983,-46,6199417;-23.494382460849803,-46.6201765956245
3558;13/10/2025 08:38:17;13/10/2025 08:36:18;Com Irregularidades;Dilton Soares dos Espirito Santo;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Álvaro de Abreu, 190 - Jardim São Paulo, São Paulo - SP, 02039-000, Brasil;;-23,494395,-46,619915;-23.49435953116848,-46.62024646397857
3567;13/10/2025 08:42:13;13/10/2025 08:39:09;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 655 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4807795,-46,6056251;-23.4807547144741,-46.60547674974744
3582;13/10/2025 08:50:41;13/10/2025 08:46:40;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Condomínio Edifício Palmas do Tremembe - R. Duarte, 12 - Vila Mazzei, São Paulo - SP, 02309-170, Brasil;;-23,4729667,-46,607615;-23.472786000346822,-46.60737606566866
3602;13/10/2025 09:00:32;13/10/2025 08:58:35;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Dr. Antônio Maria Laet, 1399 - Vila Nova Mazzei, São Paulo - SP, 02240-000, Brasil;;-23,469881,-46,5967605;-23.469940299700458,-46.59669958736902
3632;13/10/2025 09:10:53;13/10/2025 09:07:49;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Guapira, 1272 - Tucuruvi, São Paulo - SP, 02265-002, Brasil;;-23,4750102,-46,5917287;-23.47516808820105,-46.59278304238225
3646;13/10/2025 09:19:14;13/10/2025 09:18:09;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Francisca Maria de Souza, 487 - Parada Inglesa, São Paulo - SP, 02248-050, Brasil;;-23,4854871,-46,5959317;-23.4854974,-46.5959489
3664;13/10/2025 09:25:10;13/10/2025 09:23:35;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Major Dantas Cortez, 536 - Vila Gustavo, São Paulo - SP, 02206-001, Brasil;;-23,4832919,-46,5964396;-23.4832687,-46.5963665
3704;13/10/2025 09:40:18;13/10/2025 09:37:58;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Jovita, 344 - Santana, São Paulo - SP, 02036-001, Brasil;;-23,5014511,-46,6210394;-23.5015094,-46.6211671
3764;13/10/2025 09:51:04;13/10/2025 09:50:08;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Salete, 43 - Santana, São Paulo - SP, 02016-000, Brasil;;-23,5038016,-46,6273455;-23.503673751183783,-46.62726914546015
