Numero_BFS;Data_Vistoria;Data_Fiscalizacao;Status;Fiscal;Contratada;Regionaal;Tipo_Servico;Qtd_Inspecoes;Endereco;Coordenadas_Aceite;Coordenadas_Resposta;Coordenadas_Vistoria
3766;13/10/2025 09:51:09;13/10/2025 09:50:01;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Eng. Caetano Álvares, 5379 - Vila Guaca, São Paulo - SP, 02413-100, Brasil;;-23,4848161,-46,6376967;-23.484924990912138,-46.637711361946955
3785;13/10/2025 09:58:26;13/10/2025 09:56:31;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Guilhermina, 94 - Vila Romero, São Paulo - SP, 02469-040, Brasil;;-23,4850746,-46,643882;-23.4851363,-46.6438476
3797;13/10/2025 10:00:11;13/10/2025 09:58:30;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Praça Ten-Cel. Heleuses Nogueira, 994 - Santana, São Paulo - SP, 02013-006, Brasil;;-23,5034376,-46,6351581;-23.503402297063747,-46.63582926412149
3874;13/10/2025 10:23:09;13/10/2025 10:11:33;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Zaki Narchi, 629 - bloco 22 ap.4 - Carandiru, São Paulo - SP, 02029-000, Brasil;;-23,5097568,-46,6185828;-23.50995414395862,-46.6186039821775
3885;13/10/2025 10:25:39;13/10/2025 10:24:35;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Guilhermina, 14 - Vila Romero, São Paulo - SP, 02469-040, Brasil;;-23,4853477,-46,6434329;-23.4854501,-46.6435219
3931;13/10/2025 10:38:35;13/10/2025 10:35:54;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Condomínio Conjunto das Andorinhas - R. Tomé Portes, 341 - Parada Inglesa, São Paulo - SP, 02241-010, Brasil;;-23,4884983,-46,6080383;-23.48851773709761,-46.60804864054401
3965;13/10/2025 10:51:03;13/10/2025 10:49:07;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Gen. Ataliba Leonel, 4134 - Parada Inglesa, São Paulo - SP, 02242-002, Brasil;;-23,4822368,-46,6020414;-23.4822664,-46.60205
4309;14/10/2025 08:54:32;14/10/2025 08:52:45;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Mal. Eurico Gaspar Dutra, 1587 - Santana, São Paulo - SP, 02239-010, Brasil;;-23,4867317,-46,6110083;-23.4867463,-46.6110642
4320;14/10/2025 09:01:41;14/10/2025 09:00:30;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Rua Félix Pacheco, 313 - Vila Pauliceia, São Paulo - SP, 02301-030, Brasil;;-23,4885783,-46,6134767;-23.4885515,-46.6135713
4326;14/10/2025 09:06:12;14/10/2025 09:05:15;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Alm. Noronha, 596 - Jardim São Paulo, São Paulo - SP, 02043-061, Brasil;;-23,4904437,-46,6165725;-23.490403560023,-46.61654399861483
4341;14/10/2025 09:15:20;14/10/2025 09:14:22;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Viri, 282 - Jardim São Paulo, São Paulo - SP, 02046-030, Brasil;;-23,4964267,-46,6133617;-23.496460034261595,-46.61334664878169
4367;14/10/2025 09:27:43;14/10/2025 09:26:48;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Pedro Madureira, 3 - Jardim São Paulo, São Paulo - SP, 02044-140, Brasil;;-23,4962372,-46,6210788;-23.496197039146256,-46.62102094423209
4379;14/10/2025 09:34:57;14/10/2025 09:33:44;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Conceição da Barra, 67 - Jardim São Paulo, São Paulo - SP, 02039-030, Brasil;;-23,4914608,-46,6240586;-23.4913866,-46.6239873
4380;14/10/2025 09:35:05;14/10/2025 09:32:19;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Durval Clemente, 92 - Jardim São Paulo, São Paulo - SP, 02040-000, Brasil;;-23,4913751,-46,6240933;-23.4913665,-46.6240466
4383;14/10/2025 09:35:50;14/10/2025 09:34:57;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 389 A - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,479696,-46,6077162;-23.47968013104903,-46.607741579307515
4416;14/10/2025 09:47:27;14/10/2025 09:46:24;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Vicente Soares, 238 - Santana, São Paulo - SP, 02403-070, Brasil;;-23,4940899,-46,6289424;-23.4941041,-46.6289015
4417;14/10/2025 09:47:35;14/10/2025 09:45:09;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Vicente Soares, 219 - Santana, São Paulo - SP, 02403-070, Brasil;;-23,4940412,-46,6287822;-23.4941936,-46.6288069
4432;14/10/2025 09:53:08;14/10/2025 09:51:46;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Antônio Pereira de Sousa, 297 - Santana, São Paulo - SP, 02404-060, Brasil;;-23,4904055,-46,6293566;-23.4905164,-46.6290881
4478;14/10/2025 10:09:13;14/10/2025 10:08:17;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Helena do Sacramento, 503 - Vila Guaca, São Paulo - SP, 02433-020, Brasil;;-23,4834478,-46,6365257;-23.4833967,-46.636747
4484;14/10/2025 10:12:13;14/10/2025 10:11:16;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;1;R. Helena do Sacramento, 581 - Vila Guaca, São Paulo - SP, 02433-110, Brasil;;-23,4832733,-46,63655;-23.48322582256366,-46.63659590844372
4665;14/10/2025 14:20:21;14/10/2025 14:17:30;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição de pós feiras livres e Lavagem e desinfecção de vias e logradouros públicos pós feiras livres;1;Av. Maestro Villa-Lobos, 865 - Vila Gustavo, São Paulo - SP, 02266-001, Brasil;;-23,4755583,-46,5956319;-23.4756486,-46.5958287
4691;14/10/2025 14:41:13;14/10/2025 14:39:22;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição de pós feiras livres e Lavagem e desinfecção de vias e logradouros públicos pós feiras livres;1;R. Aureliano Leal, 284 - Santana, São Paulo - SP, 02334-091, Brasil;;-23,4846841,-46,6213997;-23.4846941,-46.6212185
4706;14/10/2025 14:58:48;14/10/2025 14:56:32;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta manual de resíduos de varrição e de feiras-livres com compactador;1;R. Itaici, 26 - Santa Teresinha, São Paulo - SP, 02460-030, Brasil;;-23,4911919,-46,6364126;-23.4911276,-46.6362281
4733;14/10/2025 15:25:26;14/10/2025 15:23:08;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição de pós feiras livres e Lavagem e desinfecção de vias e logradouros públicos pós feiras livres;1;R. Gen. José de Almeida Botelho, 308 - Parque Mandaqui, São Paulo - SP, 02422-090, Brasil;;-23,471155,-46,6334633;-23.4712485,-46.6335455
4813;15/10/2025 09:01:24;15/10/2025 08:59:58;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Zaki Narchi, 143 - Santana, São Paulo - SP, 02029-000, Brasil;;-23,5119579,-46,6240475;-23.5112482211015,-46.62391899806427
4821;15/10/2025 09:04:15;15/10/2025 09:02:36;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Rua Cônego Manuel Vaz, 298 - Santana, São Paulo - SP, 02019-050, Brasil;;-23,498005,-46,63129;-23.4978506,-46.6314643
4849;15/10/2025 09:11:52;15/10/2025 09:10:31;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Mário Araújo, 110 - Santana, São Paulo - SP, 02020-100, Brasil;;-23,4966798,-46,6334763;-23.4968624,-46.6335012
4884;15/10/2025 09:22:28;15/10/2025 09:19:51;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Estevão Helwadjian, 71 - Chora Menino, São Paulo - SP, 02466-030, Brasil;;-23,4960853,-46,6409368;-23.495909107709263,-46.64093215451279
4889;15/10/2025 09:28:05;15/10/2025 09:26:22;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Clara Camarão, 222 - Imirim, São Paulo - SP, 02466-000, Brasil;;-23,4985714,-46,6423002;-23.4985349,-46.6422925
4929;15/10/2025 09:48:58;15/10/2025 09:47:13;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Luís Antônio dos Santos, 332 - Santa Teresinha, São Paulo - SP, 02460-000, Brasil;;-23,4916234,-46,6362818;-23.4916426,-46.6363249
4931;15/10/2025 09:49:14;15/10/2025 09:32:51;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Alfredo Pujol, 1457 - Santana, São Paulo - SP, 02017-012, Brasil;;-23,500343,-46,6378163;-23.5017783,-46.6396433
4940;15/10/2025 09:53:55;15/10/2025 09:53:03;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Maria Helena, 122 - Santana, São Paulo - SP, 02405-090, Brasil;;-23,4904721,-46,6342538;-23.490066945622353,-46.63406348539159
4968;15/10/2025 10:04:09;15/10/2025 10:02:56;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Dr. Gabriel Resende Filho, 45 - Chora Menino, São Paulo - SP, 02462-090, Brasil;;-23,4912679,-46,6424918;-23.4912361,-46.6424915
4972;15/10/2025 10:05:21;15/10/2025 10:00:40;Sem Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Operação dos Ecopontos;1;Av. Zaki Narchi, 375 - Carandiru, São Paulo - SP, 02029-000, Brasil;;;-23.5108696,-46.621635
4987;15/10/2025 10:12:14;15/10/2025 10:11:12;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Ibiratinga, 73 - Santana, São Paulo - SP, 02468-040, Brasil;;-23,4897377,-46,650042;-23.4897498,-46.6500682
5001;15/10/2025 10:20:45;15/10/2025 10:19:56;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Joaquim Simões, 172 - Mandaqui, São Paulo - SP, 02469-003, Brasil;;-23,4850289,-46,6424061;-23.4850283,-46.6424682
5032;15/10/2025 10:36:19;15/10/2025 10:33:05;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe para varrição de praças;1;Praça Reinaldo Proetti - Praça Reinaldo Proetti - Jardim do Colegio (Zona Norte), São Paulo - SP, 02405-110, Brasil;;-23,4843378,-46,633265;-23.4839345,-46.6332091
5096;15/10/2025 11:12:13;15/10/2025 11:09:07;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe para varrição de praças;1;Rua Pero Leme, 125 - Jardim São Paulo, São Paulo - SP, 02044-010, Brasil;;-23,4966155,-46,6197347;-23.4967424,-46.6200333
5123;15/10/2025 11:35:56;15/10/2025 11:33:22;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe para varrição de praças;1;Av. Nova Cantareira, 2821 - Barro Branco (Zona Norte), São Paulo - SP, 02341-000, Brasil;;-23,4745381,-46,6142487;-23.474549350941018,-46.614189469765634
5136;15/10/2025 11:46:42;15/10/2025 11:44:30;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe para varrição de praças;1;R. Dr. Henrique Meyer, 1 - Vila Nova Mazzei, São Paulo - SP, 02343-000, Brasil;;-23,4688217,-46,6057367;-23.4689667,-46.6057384
5314;16/10/2025 08:55:28;16/10/2025 08:54:11;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Canhemborá, 457 - Tucuruvi, São Paulo - SP, 02253-010, Brasil;;-23,4789975,-46,5972201;-23.47890908711032,-46.59733132113096
5326;16/10/2025 09:01:03;16/10/2025 08:59:15;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Guapira, 713 - Tucuruvi, São Paulo - SP, 02265-001, Brasil;;-23,4773193,-46,5975826;-23.477269401475112,-46.59752420499164
5351;16/10/2025 09:11:28;16/10/2025 09:10:01;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;Av. Guapira, 1638 - Tucuruvi, São Paulo - SP, 02265-002, Brasil;;-23,4740125,-46,5897379;-23.47403001220048,-46.58975539173846
5370;16/10/2025 09:26:01;16/10/2025 09:21:58;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Paulo de Faria, 670 - Vila Gustavo, São Paulo - SP, 02267-000, Brasil;;-23,4760795,-46,5992985;-23.476046311592278,-46.59927465665816
5385;16/10/2025 09:32:56;16/10/2025 09:30:44;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Paulo de Faria, 248 - Vila Gustavo, São Paulo - SP, 02267-000, Brasil;;-23,479994,-46,6022704;-23.47976713746978,-46.601843635134166
5399;16/10/2025 09:42:13;16/10/2025 09:38:42;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Silva Maranhão, 45 - Tucuruvi, São Paulo - SP, 02267-050, Brasil;;-23,4771838,-46,599493;-23.47720554378513,-46.5995595616409
5423;16/10/2025 09:53:07;16/10/2025 09:50:57;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 521 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4800583,-46,6068383;-23.48013801480748,-46.606750548398416
5427;16/10/2025 09:55:42;16/10/2025 09:54:32;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 541 / 545 - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4803922,-46,6063879;-23.4803662,-46.6066053
5442;16/10/2025 10:03:52;16/10/2025 10:01:30;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Mazzei, 247 - Vila Mazzei, São Paulo - SP, 02310-000, Brasil;;-23,4768341,-46,6045686;-23.47800095968624,-46.606309125487236
5820;17/10/2025 08:54:31;17/10/2025 08:53:10;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Dr. Antônio Maria Laet, 109 - Tucuruvi, São Paulo - SP, 02240-000, Brasil;;-23,4802932,-46,6041967;-23.48025767287077,-46.60417696087207
5825;17/10/2025 09:03:43;17/10/2025 09:00:14;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Pero Vidal, 390 - Parque Vitoria, São Paulo - SP, 02268-000, Brasil;;-23,4719732,-46,5974742;-23.47198861502431,-46.597585484557605
5830;17/10/2025 09:06:50;17/10/2025 09:04:58;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Dr. Antônio Maria Laet, 1400 - Parque Vitoria, São Paulo - SP, 02268-000, Brasil;;-23,4711516,-46,5967702;-23.470577313046356,-46.596919086863295
5843;17/10/2025 09:14:52;17/10/2025 09:12:13;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Cmte. Antônio Paiva Sampaio, 939 - Parque Vitoria, São Paulo - SP, 02269-000, Brasil;;-23,4692112,-46,5951043;-23.46912375629426,-46.595076697248025
5856;17/10/2025 09:24:54;17/10/2025 09:22:47;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição mecanizada de vias e logradouros públicos;1;Av. Tucuruvi, 852 - Tucuruvi, São Paulo - SP, 02304-002, Brasil;;-23,4813267,-46,603835;-23.4814275,-46.6037973
5887;17/10/2025 09:34:45;17/10/2025 09:32:42;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 203 - Tucuruvi, São Paulo - SP, 23050-000, Brasil;;-23,4783733,-46,609285;-23.4784293187106,-46.609164157285235
6165;17/10/2025 14:41:34;17/10/2025 14:38:58;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Guapira, 1199 - Tucuruvi, São Paulo - SP, 02265-002, Brasil;;-23,4748137,-46,5933793;-23.474890441439946,-46.59330934679518
6174;17/10/2025 14:52:08;17/10/2025 14:50:04;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Largo Riachão do Jacuípe, 416 - Vila Medeiros, São Paulo - SP, 02208-210, Brasil;;-23,4826346,-46,5973172;-23.482568477786668,-46.59724021438104
6181;17/10/2025 15:11:41;17/10/2025 15:08:31;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Mazzei, 156 - Vila Mazzei, São Paulo - SP, 02310-000, Brasil;;-23,4787438,-46,6070956;-23.478664391009556,-46.6070375091753
6194;17/10/2025 15:52:50;17/10/2025 15:47:55;Sem Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Operação dos Ecopontos;1;R. Eduardo Vicente Nasser, 589 - Barro Branco (Zona Norte), São Paulo - SP, 02344-050, Brasil;;;-23.46703903916914,-46.61006122260094
6293;20/10/2025 08:58:34;20/10/2025 08:56:20;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Tucuruvi, 389 A - Tucuruvi, São Paulo - SP, 02305-001, Brasil;;-23,4792641,-46,6081689;-23.479659685040808,-46.60774596884683
6301;20/10/2025 09:02:07;20/10/2025 09:01:01;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;R. Juncal, 1178 - Parada Inglesa, São Paulo - SP, 02303-040, Brasil;;-23,4815338,-46,6094934;-23.4815731,-46.6093922
6311;20/10/2025 09:08:15;20/10/2025 09:06:42;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Av. Cel. Sezefredo Fagundes, 1690 - Tucuruvi, São Paulo - SP, 02346-080, Brasil;;-23,46443,-46,6036617;-23.464434768291884,-46.603602363243496
6344;20/10/2025 09:23:21;20/10/2025 09:21:31;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Guapira, 1286 - Vila Nivi, São Paulo - SP, 02265-002, Brasil;;-23,4750918,-46,5921514;-23.475154784291732,-46.59246711503217
6387;20/10/2025 09:40:05;20/10/2025 09:27:44;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;Rua Dr. Olavo Egídio, 1055 - Santana, São Paulo - SP, 02037-001, Brasil;;-23,5003925,-46,6150091;-23.500529738322445,-46.61550562769326
6400;20/10/2025 09:43:31;20/10/2025 09:42:33;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Cel. Tupi Caldas, 26 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-070, Brasil;;-23,47743,-46,6207783;-23.4773522,-46.6208497
6405;20/10/2025 09:45:57;20/10/2025 09:44:54;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Ana Salete, 230 - Vila Aurora (Zona Norte), São Paulo - SP, 02410-090, Brasil;;-23,4763167,-46,62156;-23.47626,-46.6216476
6449;20/10/2025 10:01:57;20/10/2025 10:00:44;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;1;R. Padre Corino Sani, 98 - Lauzane Paulista, São Paulo - SP, 02441-160, Brasil;;-23,4680117,-46,639335;-23.468271,-46.6395191
6464;20/10/2025 10:06:55;20/10/2025 10:02:32;Com Irregularidades;Vicente Malanga;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Varrição manual de vias e logradouros públicos;1;Av. Gen. Ataliba Leonel, 1426 - Santana, São Paulo - SP, 01501-040, Brasil;;-23,5058192,-46,6225619;-23.505388390005564,-46.62187546254257
6485;20/10/2025 10:16:41;20/10/2025 10:12:44;Com Irregularidades;José de Arimatea de Souza Almeida;LOTE 3 - LIMPEBRAS | 40/SMSUB/COGEL/2025;Santana/Tucuruvi;Equipe de Mutirão de Zeladoria de Vias e Logradouros Públicos;1;R. Sion, 199 - Lauzane Paulista, São Paulo - SP, 02441-070, Brasil;;-23,4742977,-46,6417224;-23.473644794221332,-46.640964160399946
