N_BFS;N_CNC;Situacao_CNC;Data_Sincronizacao;Data_Fiscalizacao;Data_Execução;Fiscal;Regional;Area;Setor;Turno;Servico;Responsividade;Endereco;Coordenada;Fiscal_Contratada
16373;15485;Regularizado;18/11/2025 06:30:27;18/11/2025 06:30:23;18/11/2025 09:09:02;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Dr. Benedito Estevam dos Santos, 833 - Vila Maria Alta, São Paulo - SP, 02136-000, Brasil;-23.498565823731603,-46.58266059295225;Jeferson Alexandre Anacleto
16377;15489;Regularizado;18/11/2025 06:49:04;18/11/2025 06:49:00;18/11/2025 09:38:04;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Dona Albertina Domingos, 298 - Vila Maria Alta, São Paulo - SP, 02129-100, Brasil;-23.50330585017087,-46.587951969086284;Jeferson Alexandre Anacleto
16378;15490;Regularizado;18/11/2025 07:25:32;18/11/2025 07:25:25;18/11/2025 09:34:00;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Osaka, 204 - Jardim Japao, São Paulo - SP, 02124-040, Brasil;-23.5072774,-46.5796405;Jeferson Alexandre Anacleto
16434;15522;Regularizado;18/11/2025 08:37:52;18/11/2025 08:37:46;18/11/2025 12:03:16;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Itamonte, 1387 - Vila Medeiros, São Paulo - SP, 02220-000, Brasil;-23.4867898,-46.5749072;Victor Luiz Barbosa da Silva
16439;15526;Regularizado;18/11/2025 08:39:56;18/11/2025 08:39:48;18/11/2025 12:01:54;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Maj. Roberto dos Santos, 39 - Cidade Brasil, São Paulo - SP, 02224-010, Brasil;-23.4866969,-46.5744066;Victor Luiz Barbosa da Silva
16446;15530;Regularizado;18/11/2025 08:43:25;18/11/2025 08:43:20;18/11/2025 11:58:54;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Itamonte, 1555 - Vila Medeiros, São Paulo - SP, 02220-002, Brasil;-23.486161027749347,-46.573415843564334;Victor Luiz Barbosa da Silva
16453;15537;Regularizado;18/11/2025 08:46:37;18/11/2025 08:46:32;18/11/2025 16:11:58;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Travessa André de Aragão, 6 - Jardim Brasil, São Paulo - SP, 02225-130, Brasil;-23.4850581,-46.5729068;Marcos Aurélio Silva do Prado
16462;15546;Regularizado;18/11/2025 08:50:41;18/11/2025 08:50:34;18/11/2025 10:23:07;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Antenor Navarro, 885 - Vila Brasil, São Paulo - SP, 22240-001, Brasil;-23.482904,-46.5704414;Victor Luiz Barbosa da Silva
16467;15550;Regularizado;18/11/2025 08:54:35;18/11/2025 08:54:30;18/11/2025 10:41:10;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Praça Erotides de Campos, 2182 - Jardim Brasil (Zona Norte), São Paulo - SP, 02227-310, Brasil;-23.4812538,-46.57133;Victor Luiz Barbosa da Silva
16469;15551;Regularizado;18/11/2025 08:56:52;18/11/2025 08:56:46;18/11/2025 11:32:14;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Carlos dos Santos, 810 - Jardim Brasil (Zona Norte), São Paulo - SP, 02234-001, Brasil;-23.4797881,-46.572913;Victor Luiz Barbosa da Silva
16479;15559;Regularizado;18/11/2025 09:01:15;18/11/2025 09:01:10;18/11/2025 11:53:58;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Ten. Sotomano, 1144 - Jardim Brasil (Zona Norte), São Paulo - SP, 02226-000, Brasil;-23.4801689,-46.5744185;Victor Luiz Barbosa da Silva
16486;15564;Regularizado;18/11/2025 09:05:18;18/11/2025 09:05:12;18/11/2025 11:36:46;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Carlos dos Santos, 510 - Parque Edu Chaves, São Paulo - SP, 02234-001, Brasil;-23.480916559690765,-46.575266620029616;Victor Luiz Barbosa da Silva
16489;15565;Regularizado;18/11/2025 09:07:35;18/11/2025 09:07:30;18/11/2025 11:45:33;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Carlos dos Santos, 494 - Jardim Brasil (Zona Norte), São Paulo - SP, 02234-000, Brasil;-23.4810448,-46.5756438;Victor Luiz Barbosa da Silva
16495;15570;Regularizado;18/11/2025 09:14:16;18/11/2025 09:14:11;18/11/2025 10:49:26;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 527 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4813818,-46.5727565;Victor Luiz Barbosa da Silva
16497;15572;Regularizado;18/11/2025 09:15:39;18/11/2025 09:15:34;18/11/2025 10:56:13;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 529 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4813196,-46.5727245;Victor Luiz Barbosa da Silva
16503;15577;Regularizado;18/11/2025 09:17:54;18/11/2025 09:17:47;18/11/2025 10:59:43;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 630 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4805255,-46.5731498;Victor Luiz Barbosa da Silva
16508;15580;Regularizado;18/11/2025 09:21:22;18/11/2025 09:21:15;18/11/2025 11:08:06;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 725 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4797725,-46.5736048;Victor Luiz Barbosa da Silva
16510;15581;Regularizado;18/11/2025 09:23:05;18/11/2025 09:22:59;18/11/2025 11:07:55;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 739 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4796635,-46.5736208;Victor Luiz Barbosa da Silva
16516;15588;Regularizado;18/11/2025 09:24:41;18/11/2025 09:24:35;18/11/2025 11:17:24;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Tv. Atílio Cimbro, 321 - Jardim Brasil (Zona Norte), São Paulo - SP, 02226-070, Brasil;-23.4789821,-46.5740131;Victor Luiz Barbosa da Silva
16524;15596;Regularizado;18/11/2025 09:28:36;18/11/2025 09:28:31;18/11/2025 11:17:31;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 877 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.4785159,-46.5742858;Victor Luiz Barbosa da Silva
16535;15604;Regularizado;18/11/2025 09:32:45;18/11/2025 09:32:40;18/11/2025 11:30:40;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Benfica, 1260 - Vila Medeiros, São Paulo - SP, 02226-010, Brasil;-23.475492889179392,-46.575907575177816;Victor Luiz Barbosa da Silva
16542;15610;Regularizado;18/11/2025 09:36:22;18/11/2025 09:36:17;18/11/2025 11:30:56;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Sanatório, 577 - Jardim Modelo, São Paulo - SP, 02238-000, Brasil;-23.4758791,-46.5782061;Victor Luiz Barbosa da Silva
16549;15615;Regularizado;18/11/2025 09:38:05;18/11/2025 09:38:00;18/11/2025 11:30:48;Sérgio Roberto da Silva;Vila Maria/Vila Guilherme;Vila Maria/Vila Guilherme;00;Manhã;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;Av. Sanatório, 546 - Jardim Modelo, São Paulo - SP, 02238-000, Brasil;-23.4760667,-46.5783999;Victor Luiz Barbosa da Silva
16858;15846;Respondido;19/11/2025 00:12:38;19/11/2025 00:12:32;19/11/2025 05:43:10;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;6;Av. Nova Cantareira, 1502 - Água Fria, São Paulo - SP, 02330-001, Brasil;-23.482210205409775,-46.61302332923264;Matheus Norberto Portela
16859;15848;Autuado;19/11/2025 00:12:48;19/11/2025 00:12:42;;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;R. Domingos Calheiros, 1810 - Tucuruvi, São Paulo - SP, 02303-100, Brasil;-23.48053366718255,-46.611163504657014;
16859;15851;Respondido;19/11/2025 04:00:02;19/11/2025 00:12:42;19/11/2025 05:49:03;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;R. Domingos Calheiros, 1810 - Tucuruvi, São Paulo - SP, 02303-100, Brasil;-23.48053366718255,-46.611163504657014;Matheus Norberto Portela
1221;16061;Respondido;19/11/2025 12:00:03;19/11/2025 11:12:25;19/11/2025 12:52:40;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Varrição manual de vias e logradouros públicos;3;Av. Nova Cantareira, 1502 - Água Fria, São Paulo - SP, 02330-001, Brasil;-23.482226239804028,-46.61302105018952;Maiarde de Freitas Nogueira
1296;16062;Respondido;19/11/2025 12:00:03;19/11/2025 11:12:25;19/11/2025 12:17:00;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Varrição manual de vias e logradouros públicos;3;R. Adolfo Samuel, 62 - Parque Mandaqui, São Paulo - SP, 02418-100, Brasil;-23.4700993,-46.6276921;Matheus Norberto Portela
2133;16088;Respondido;19/11/2025 12:00:05;19/11/2025 11:12:25;19/11/2025 12:27:31;SELIMP - Claudio Rogério Ulhoa Cintra ;Santana/Tucuruvi;Santana/Tucuruvi;0;Noite;Varrição manual de vias e logradouros públicos;3;Av. Nova Cantareira, 1502 - Água Fria, São Paulo - SP, 02330-001, Brasil;-23.482273071316097,-46.61303227089657;Matheus Norberto Portela
2897;16117;Respondido;19/11/2025 12:00:07;19/11/2025 11:12:25;19/11/2025 13:26:44;SELIMP - Adilson de Oliveira;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;6;R. Dona Elfrida, 715 - Chora Menino, São Paulo - SP, 02462-001, Brasil;-23.4915156,-46.6406541;Jedemilson Novaes dos Santos
2905;16118;Respondido;19/11/2025 12:00:07;19/11/2025 11:12:25;19/11/2025 13:13:22;SELIMP - Adilson de Oliveira;Santana/Tucuruvi;Santana/Tucuruvi;0;Manhã;Limpeza e desobstrução de bueiros, bocas de lobo e bocas de leão;6;R. Dona Elfrida, 715 - Chora Menino, São Paulo - SP, 02462-001, Brasil;-23.4915264,-46.6406496;Jedemilson Novaes dos Santos
2982;16119;Respondido;19/11/2025 12:00:07;19/11/2025 11:12:25;19/11/2025 12:13:48;SELIMP - Adilson de Oliveira;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Dr. Luís Lustosa da Silva, 205 - Santana, São Paulo - SP, 02406-040, Brasil;-23.4871696,-46.6283075;Maiarde de Freitas Nogueira
2983;16120;Notificado;19/11/2025 12:00:07;19/11/2025 11:12:25;;SELIMP - Adilson de Oliveira;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Mariquinha Viana, 1087 - Vila Aurora (Zona Norte), São Paulo - SP, 02408-131, Brasil;-23.4829083,-46.6308567;
2985;16121;Notificado;19/11/2025 12:00:07;19/11/2025 11:12:25;;SELIMP - Adilson de Oliveira;Santana/Tucuruvi;Santana/Tucuruvi;0;Tarde;Coleta e transporte de entulho e grandes objetos depositados irregularmente nas vias, logradouros  e áreas públicas;24;R. Mariquinha Viana, 388 - Mandaqui, São Paulo - SP, 02408-130, Brasil;-23.4803633,-46.6252483;
